Paradigm,Class,Lemma,Stem,PersPoss,Dim,Poss,Pej,Pret,Basic,Form1Surface,Form1Split,Form1Source,Form2Surface,Form2Split,Form2Source
NA,NA_Cy,asin,asiny2,ExclPoss,NONE,NONE,NONE,Pret,ObvPl,nindasiniinaabanii',ni<<asiny2>>iinaabanii',JDN-2010-Nouns,nindasiniinaabaniin,ni<<asiny2>>iinaabaniin,JDN-2010-Nouns
NA,NA_Cy,asin,asiny2,InclPoss,NONE,NONE,NONE,Pret,ObvPl,gidasiniinaabanii',gi<<asiny2>>iinaabanii',JDN-2010-Nouns,gidasiniinaabaniin,gi<<asiny2>>iinaabaniin,JDN-2010-Nouns
NA,NA_Cy,asin,asiny2,2SgPoss,NONE,NONE,NONE,Pret,ObvPl,gidasiniibanii',gi<<asiny2>>iibanii',JDN-2010-Nouns,gidasiniibaniin,gi<<asiny2>>iibaniin,JDN-2010-Nouns
NA,NA_Cy,asin,asiny2,2PlPoss,NONE,NONE,NONE,Pret,ObvPl,gidasiniiwaabanii',gi<<asiny2>>iiwaabanii',JDN-2010-Nouns,gidasiniiwaabaniin,gi<<asiny2>>iiwaabaniin,JDN-2010-Nouns
NA,NA_Cy,asin,asiny2,3SgProxPoss,NONE,NONE,NONE,Pret,ObvPl,odasiniibanii',o<<asiny2>>iibanii',JDN-2010-Nouns,odasiniibaniin,o<<asiny2>>iibaniin,JDN-2010-Nouns
NA,NA_Cy,asin,asiny2,3PlProxPoss,NONE,NONE,NONE,Pret,ObvPl,odasiniiwaabanii',o<<asiny2>>iiwaabanii',JDN-2010-Nouns,odasiniiwaabaniin,o<<asiny2>>iiwaabaniin,JDN-2010-Nouns
NA,NA_Cy,asin,asiny2,3SgObvPoss,NONE,NONE,NONE,Pret,ObvPl,odasiniiniban,o<<asiny2>>iiniban,JDN-2010-Nouns,odasiniiniban,o<<asiny2>>iiniban,JDN-2010-Nouns
NA,NA_Cy,asin,asiny2,3PlObvPoss,NONE,NONE,NONE,Pret,ObvPl,odasiniiniban,o<<asiny2>>iiniban,GUESS,odasiniiniban,o<<asiny2>>iiniban,GUESS
NA,NA_Cy,asin,asiny2,1SgPoss,NONE,Poss,NONE,Pret,ObvPl,nindasiniimibanii',ni<<asiny2>>iimibanii',JDN-2010-Nouns,nindasiniimibaniin,ni<<asiny2>>iimibaniin,JDN-2010-Nouns
NA,NA_Cy,asin,asiny2,ExclPoss,NONE,Poss,NONE,Pret,ObvPl,nindasiniiminaabanii',ni<<asiny2>>iiminaabanii',JDN-2010-Nouns,nindasiniiminaabaniin,ni<<asiny2>>iiminaabaniin,JDN-2010-Nouns
NA,NA_Cy,asin,asiny2,InclPoss,NONE,Poss,NONE,Pret,ObvPl,gidasiniiminaabanii',gi<<asiny2>>iiminaabanii',JDN-2010-Nouns,gidasiniiminaabaniin,gi<<asiny2>>iiminaabaniin,JDN-2010-Nouns
NA,NA_Cy,asin,asiny2,2SgPoss,NONE,Poss,NONE,Pret,ObvPl,gidasiniimibanii',gi<<asiny2>>iimibanii',JDN-2010-Nouns,gidasiniimibaniin,gi<<asiny2>>iimibaniin,JDN-2010-Nouns
NA,NA_Cy,asin,asiny2,2PlPoss,NONE,Poss,NONE,Pret,ObvPl,gidasiniimiwaabanii',gi<<asiny2>>iimiwaabanii',JDN-2010-Nouns,gidasiniimiwaabaniin,gi<<asiny2>>iimiwaabaniin,JDN-2010-Nouns
NA,NA_Cy,asin,asiny2,3SgProxPoss,NONE,Poss,NONE,Pret,ObvPl,odasiniimibanii',o<<asiny2>>iimibanii',JDN-2010-Nouns,odasiniimibaniin,o<<asiny2>>iimibaniin,JDN-2010-Nouns
NA,NA_Cy,asin,asiny2,3PlProxPoss,NONE,Poss,NONE,Pret,ObvPl,odasiniimiwaabanii',o<<asiny2>>iimiwaabanii',JDN-2010-Nouns,odasiniimiwaabaniin,o<<asiny2>>iimiwaabaniin,JDN-2010-Nouns
NA,NA_Cy,asin,asiny2,3SgObvPoss,NONE,Poss,NONE,Pret,ObvPl,odasiniiminiban,o<<asiny2>>iiminiban,JDN-2010-Nouns,odasiniiminiban,o<<asiny2>>iiminiban,JDN-2010-Nouns
NA,NA_Cy,asin,asiny2,3PlObvPoss,NONE,Poss,NONE,Pret,ObvPl,odasiniiminiban,o<<asiny2>>iiminiban,GUESS,odasiniiminiban,o<<asiny2>>iiminiban,GUESS
NA,NA_Cy,asin,asiny2,1SgPoss,Dim,NONE,NONE,Pret,ObvPl,nindasiniinsibanii',ni<<asiny2>>iinsibanii',JDN-2010-Nouns,nindasiniinsibaniin,ni<<asiny2>>iinsibaniin,JDN-2010-Nouns
NA,NA_Cy,asin,asiny2,ExclPoss,Dim,NONE,NONE,Pret,ObvPl,nindasiniinsinaabanii',ni<<asiny2>>iinsinaabanii',JDN-2010-Nouns,nindasiniinsinaabaniin,ni<<asiny2>>iinsinaabaniin,JDN-2010-Nouns
NA,NA_Cy,asin,asiny2,InclPoss,Dim,NONE,NONE,Pret,ObvPl,gidasiniinsinaabanii',gi<<asiny2>>iinsinaabanii',JDN-2010-Nouns,gidasiniinsinaabaniin,gi<<asiny2>>iinsinaabaniin,JDN-2010-Nouns
NA,NA_Cy,asin,asiny2,2SgPoss,Dim,NONE,NONE,Pret,ObvPl,gidasiniinsibanii',gi<<asiny2>>iinsibanii',JDN-2010-Nouns,gidasiniinsibaniin,gi<<asiny2>>iinsibaniin,JDN-2010-Nouns
NA,NA_Cy,asin,asiny2,2PlPoss,Dim,NONE,NONE,Pret,ObvPl,gidasiniinsiwaabanii',gi<<asiny2>>iinsiwaabanii',JDN-2010-Nouns,gidasiniinsiwaabaniin,gi<<asiny2>>iinsiwaabaniin,JDN-2010-Nouns
NA,NA_Cy,asin,asiny2,3SgProxPoss,Dim,NONE,NONE,Pret,ObvPl,odasiniinsibanii',o<<asiny2>>iinsibanii',JDN-2010-Nouns,odasiniinsibaniin,o<<asiny2>>iinsibaniin,JDN-2010-Nouns
NA,NA_Cy,asin,asiny2,3PlProxPoss,Dim,NONE,NONE,Pret,ObvPl,odasiniinsiwaabanii',o<<asiny2>>iinsiwaabanii',JDN-2010-Nouns,odasiniinsiwaabaniin,o<<asiny2>>iinsiwaabaniin,JDN-2010-Nouns
NA,NA_Cy,asin,asiny2,3SgObvPoss,Dim,NONE,NONE,Pret,ObvPl,odasiniinsiniban,o<<asiny2>>iinsiniban,JDN-2010-Nouns,odasiniinsiniban,o<<asiny2>>iinsiniban,JDN-2010-Nouns
NA,NA_Cy,asin,asiny2,3PlObvPoss,Dim,NONE,NONE,Pret,ObvPl,odasiniinsiniban,o<<asiny2>>iinsiniban,GUESS,odasiniinsiniban,o<<asiny2>>iinsiniban,GUESS
NA,NA_Cy,asin,asiny2,1SgPoss,Dim,Poss,NONE,Pret,ObvPl,nindasiniinsimibanii',ni<<asiny2>>iinsimibanii',JDN-2010-Nouns,nindasiniinsimibaniin,ni<<asiny2>>iinsimibaniin,JDN-2010-Nouns
NA,NA_Cy,asin,asiny2,ExclPoss,Dim,Poss,NONE,Pret,ObvPl,nindasiniinsiminaabanii',ni<<asiny2>>iinsiminaabanii',JDN-2010-Nouns,nindasiniinsiminaabaniin,ni<<asiny2>>iinsiminaabaniin,JDN-2010-Nouns
NA,NA_Cy,asin,asiny2,InclPoss,Dim,Poss,NONE,Pret,ObvPl,gidasiniinsiminaabanii',gi<<asiny2>>iinsiminaabanii',JDN-2010-Nouns,gidasiniinsiminaabaniin,gi<<asiny2>>iinsiminaabaniin,JDN-2010-Nouns
NA,NA_Cy,asin,asiny2,2SgPoss,Dim,Poss,NONE,Pret,ObvPl,gidasiniinsimibanii',gi<<asiny2>>iinsimibanii',JDN-2010-Nouns,gidasiniinsimibaniin,gi<<asiny2>>iinsimibaniin,JDN-2010-Nouns
NA,NA_Cy,asin,asiny2,2PlPoss,Dim,Poss,NONE,Pret,ObvPl,gidasiniinsimiwaabanii',gi<<asiny2>>iinsimiwaabanii',JDN-2010-Nouns,gidasiniinsimiwaabaniin,gi<<asiny2>>iinsimiwaabaniin,JDN-2010-Nouns
NA,NA_Cy,asin,asiny2,3SgProxPoss,Dim,Poss,NONE,Pret,ObvPl,odasiniinsimibanii',o<<asiny2>>iinsimibanii',JDN-2010-Nouns,odasiniinsimibaniin,o<<asiny2>>iinsimibaniin,JDN-2010-Nouns
NA,NA_Cy,asin,asiny2,3PlProxPoss,Dim,Poss,NONE,Pret,ObvPl,odasiniinsimiwaabanii',o<<asiny2>>iinsimiwaabanii',JDN-2010-Nouns,odasiniinsimiwaabaniin,o<<asiny2>>iinsimiwaabaniin,JDN-2010-Nouns
NA,NA_Cy,asin,asiny2,3SgObvPoss,Dim,Poss,NONE,Pret,ObvPl,odasiniinsiminiban,o<<asiny2>>iinsiminiban,JDN-2010-Nouns,odasiniinsiminiban,o<<asiny2>>iinsiminiban,JDN-2010-Nouns
NA,NA_Cy,asin,asiny2,3PlObvPoss,Dim,Poss,NONE,Pret,ObvPl,odasiniinsiminiban,o<<asiny2>>iinsiminiban,GUESS,odasiniinsiminiban,o<<asiny2>>iinsiminiban,GUESS
NA,NA_Cy,asin,asiny2,1SgPoss,Dim,NONE,Pej,NONE,ObvPl,nindasiniinzhisha',ni<<asiny2>>iinzhisha',JDN-2010-Nouns,nindasiniinzhishan,ni<<asiny2>>iinzhishan,JDN-2010-Nouns
NA,NA_Cy,asin,asiny2,ExclPoss,Dim,NONE,Pej,NONE,ObvPl,nindasiniinzhishinaani',ni<<asiny2>>iinzhishinaani',JDN-2010-Nouns,nindasiniinzhishinaanin,ni<<asiny2>>iinzhishinaanin,JDN-2010-Nouns
NA,NA_Cy,asin,asiny2,InclPoss,Dim,NONE,Pej,NONE,ObvPl,gidasiniinzhishinaani',gi<<asiny2>>iinzhishinaani',JDN-2010-Nouns,gidasiniinzhishinaanin,gi<<asiny2>>iinzhishinaanin,JDN-2010-Nouns
NA,NA_Cy,asin,asiny2,2SgPoss,Dim,NONE,Pej,NONE,ObvPl,gidasiniinzhisha',gi<<asiny2>>iinzhisha',JDN-2010-Nouns,gidasiniinzhishan,gi<<asiny2>>iinzhishan,JDN-2010-Nouns
NA,NA_Cy,asin,asiny2,2PlPoss,Dim,NONE,Pej,NONE,ObvPl,gidasiniinzhishiwaa',gi<<asiny2>>iinzhishiwaa',JDN-2010-Nouns,gidasiniinzhishiwaan,gi<<asiny2>>iinzhishiwaan,JDN-2010-Nouns
NA,NA_Cy,asin,asiny2,3SgProxPoss,Dim,NONE,Pej,NONE,ObvPl,odasiniinzhisha',o<<asiny2>>iinzhisha',JDN-2010-Nouns,odasiniinzhishan,o<<asiny2>>iinzhishan,JDN-2010-Nouns
NA,NA_Cy,asin,asiny2,3PlProxPoss,Dim,NONE,Pej,NONE,ObvPl,odasiniinzhishiwaa',o<<asiny2>>iinzhishiwaa',JDN-2010-Nouns,odasiniinzhishiwaan,o<<asiny2>>iinzhishiwaan,JDN-2010-Nouns
NA,NA_Cy,asin,asiny2,3SgObvPoss,Dim,NONE,Pej,NONE,ObvPl,odasiniinzhishini,o<<asiny2>>iinzhishiniw1,JDN-2010-Nouns,odasiniinzhishini,o<<asiny2>>iinzhishiniw1,JDN-2010-Nouns
NA,NA_Cy,asin,asiny2,3PlObvPoss,Dim,NONE,Pej,NONE,ObvPl,odasiniinzhishini,o<<asiny2>>iinzhishiniw1,GUESS,odasiniinzhishini,o<<asiny2>>iinzhishiniw1,GUESS
NA,NA_Cy,asin,asiny2,1SgPoss,Dim,Poss,Pej,NONE,ObvPl,nindasiniinsimisha',ni<<asiny2>>iinsimisha',JDN-2010-Nouns,nindasiniinsimishan,ni<<asiny2>>iinsimishan,JDN-2010-Nouns
NA,NA_Cy,asin,asiny2,ExclPoss,Dim,Poss,Pej,NONE,ObvPl,nindasiniinsimishinaani',ni<<asiny2>>iinsimishinaani',JDN-2010-Nouns,nindasiniinsimishinaanin,ni<<asiny2>>iinsimishinaanin,JDN-2010-Nouns
NA,NA_Cy,asin,asiny2,InclPoss,Dim,Poss,Pej,NONE,ObvPl,gidasiniinsimishinaani',gi<<asiny2>>iinsimishinaani',JDN-2010-Nouns,gidasiniinsimishinaanin,gi<<asiny2>>iinsimishinaanin,JDN-2010-Nouns
NA,NA_Cy,asin,asiny2,2SgPoss,Dim,Poss,Pej,NONE,ObvPl,gidasiniinsimisha',gi<<asiny2>>iinsimisha',JDN-2010-Nouns,gidasiniinsimishan,gi<<asiny2>>iinsimishan,JDN-2010-Nouns
NA,NA_Cy,asin,asiny2,2PlPoss,Dim,Poss,Pej,NONE,ObvPl,gidasiniinsimishiwaa',gi<<asiny2>>iinsimishiwaa',JDN-2010-Nouns,gidasiniinsimishiwaan,gi<<asiny2>>iinsimishiwaan,JDN-2010-Nouns
NA,NA_Cy,asin,asiny2,3SgProxPoss,Dim,Poss,Pej,NONE,ObvPl,odasiniinsimisha',o<<asiny2>>iinsimisha',JDN-2010-Nouns,odasiniinsimishan,o<<asiny2>>iinsimishan,JDN-2010-Nouns
NA,NA_Cy,asin,asiny2,3PlProxPoss,Dim,Poss,Pej,NONE,ObvPl,odasiniinsimishiwaa',o<<asiny2>>iinsimishiwaa',JDN-2010-Nouns,odasiniinsimishiwaan,o<<asiny2>>iinsimishiwaan,JDN-2010-Nouns
NA,NA_Cy,asin,asiny2,3SgObvPoss,Dim,Poss,Pej,NONE,ObvPl,odasiniinsimishini,o<<asiny2>>iinsimishiniw1,JDN-2010-Nouns,odasiniinsimishini,o<<asiny2>>iinsimishiniw1,JDN-2010-Nouns
NA,NA_Cy,asin,asiny2,3PlObvPoss,Dim,Poss,Pej,NONE,ObvPl,odasiniinsimishini,o<<asiny2>>iinsimishiniw1,GUESS,odasiniinsimishini,o<<asiny2>>iinsimishiniw1,GUESS
NA,NA_Cy,asin,asiny2,NONE,NONE,NONE,NONE,NONE,ObvSg,asiniin,<<asiny2>>iin,JDN-2010-Nouns,,,
NA,NA_Cy,asin,asiny2,NONE,Dim,NONE,NONE,NONE,ObvSg,asiniinsan,<<asiny2>>iinsan,JDN-2010-Nouns,,,
NA,NA_Cy,asin,asiny2,NONE,NONE,NONE,Pej,NONE,ObvSg,asiniishan,<<asiny2>>iishan,JDN-2010-Nouns,,,
NA,NA_Cy,asin,asiny2,NONE,NONE,NONE,NONE,Pret,ObvSg,asiniibaniin,<<asiny2>>iibaniin,JDN-2010-Nouns,,,
NA,NA_Cy,asin,asiny2,NONE,Dim,NONE,Pej,NONE,ObvSg,asiniinzhishan,<<asiny2>>iinzhishan,JDN-2010-Nouns,,,
NA,NA_Cy,asin,asiny2,NONE,Dim,NONE,NONE,Pret,ObvSg,asiniinsibaniin,<<asiny2>>iinsibaniin,JDN-2010-Nouns,,,
NA,NA_Cy,asin,asiny2,1SgPoss,NONE,NONE,NONE,NONE,ObvSg,nindasiniin,ni<<asiny2>>iin,JDN-2010-Nouns,,,
NA,NA_Cy,asin,asiny2,ExclPoss,NONE,NONE,NONE,NONE,ObvSg,nindasiniinaanin,ni<<asiny2>>iinaanin,JDN-2010-Nouns,,,
NA,NA_Cy,asin,asiny2,InclPoss,NONE,NONE,NONE,NONE,ObvSg,gidasiniinaanin,gi<<asiny2>>iinaanin,JDN-2010-Nouns,,,
NA,NA_Cy,asin,asiny2,2SgPoss,NONE,NONE,NONE,NONE,ObvSg,gidasiniin,gi<<asiny2>>iin,JDN-2010-Nouns,,,
NA,NA_Cy,asin,asiny2,2PlPoss,NONE,NONE,NONE,NONE,ObvSg,gidasiniiwaan,gi<<asiny2>>iiwaan,JDN-2010-Nouns,,,
NA,NA_Cy,asin,asiny2,3SgProxPoss,NONE,NONE,NONE,NONE,ObvSg,odasiniin,o<<asiny2>>iin,JDN-2010-Nouns,,,
NA,NA_Cy,asin,asiny2,3PlProxPoss,NONE,NONE,NONE,NONE,ObvSg,odasiniiwaan,o<<asiny2>>iiwaan,JDN-2010-Nouns,,,
NA,NA_Cy,asin,asiny2,3SgObvPoss,NONE,NONE,NONE,NONE,ObvSg,odasiniini,o<<asiny2>>iiniw1,JDN-2010-Nouns,,,
NA,NA_Cy,asin,asiny2,3PlObvPoss,NONE,NONE,NONE,NONE,ObvSg,odasiniini,o<<asiny2>>iiniw1,GUESS,,,
NA,NA_Cy,asin,asiny2,1SgPoss,NONE,Poss,NONE,NONE,ObvSg,nindasiniiman,ni<<asiny2>>iiman,JDN-2010-Nouns,,,
NA,NA_Cy,asin,asiny2,ExclPoss,NONE,Poss,NONE,NONE,ObvSg,nindasiniiminaanin,ni<<asiny2>>iiminaanin,JDN-2010-Nouns,,,
NA,NA_Cy,asin,asiny2,InclPoss,NONE,Poss,NONE,NONE,ObvSg,gidasiniiminaanin,gi<<asiny2>>iiminaanin,JDN-2010-Nouns,,,
NA,NA_Cy,asin,asiny2,2SgPoss,NONE,Poss,NONE,NONE,ObvSg,gidasiniiman,gi<<asiny2>>iiman,JDN-2010-Nouns,,,
NA,NA_Cy,asin,asiny2,2PlPoss,NONE,Poss,NONE,NONE,ObvSg,gidasiniimiwaan,gi<<asiny2>>iimiwaan,JDN-2010-Nouns,,,
NA,NA_Cy,asin,asiny2,3SgProxPoss,NONE,Poss,NONE,NONE,ObvSg,odasiniiman,o<<asiny2>>iiman,JDN-2010-Nouns,,,
NA,NA_Cy,asin,asiny2,3PlProxPoss,NONE,Poss,NONE,NONE,ObvSg,odasiniimiwaan,o<<asiny2>>iimiwaan,JDN-2010-Nouns,,,
NA,NA_Cy,asin,asiny2,3SgObvPoss,NONE,Poss,NONE,NONE,ObvSg,odasiniimini,o<<asiny2>>iiminiw1,JDN-2010-Nouns,,,
NA,NA_Cy,asin,asiny2,3PlObvPoss,NONE,Poss,NONE,NONE,ObvSg,odasiniimini,o<<asiny2>>iiminiw1,GUESS,,,
NA,NA_Cy,asin,asiny2,1SgPoss,Dim,NONE,NONE,NONE,ObvSg,nindasiniinsan,ni<<asiny2>>iinsan,JDN-2010-Nouns,,,
NA,NA_Cy,asin,asiny2,ExclPoss,Dim,NONE,NONE,NONE,ObvSg,nindasiniinsinaanin,ni<<asiny2>>iinsinaanin,JDN-2010-Nouns,,,
NA,NA_Cy,asin,asiny2,InclPoss,Dim,NONE,NONE,NONE,ObvSg,gidasiniinsinaanin,gi<<asiny2>>iinsinaanin,JDN-2010-Nouns,,,
NA,NA_Cy,asin,asiny2,2SgPoss,Dim,NONE,NONE,NONE,ObvSg,gidasiniinsan,gi<<asiny2>>iinsan,JDN-2010-Nouns,,,
NA,NA_Cy,asin,asiny2,2PlPoss,Dim,NONE,NONE,NONE,ObvSg,gidasiniinsiwaan,gi<<asiny2>>iinsiwaan,JDN-2010-Nouns,,,
NA,NA_Cy,asin,asiny2,3SgProxPoss,Dim,NONE,NONE,NONE,ObvSg,odasiniinsan,o<<asiny2>>iinsan,JDN-2010-Nouns,,,
NA,NA_Cy,asin,asiny2,3PlProxPoss,Dim,NONE,NONE,NONE,ObvSg,odasiniinsiwaan,o<<asiny2>>iinsiwaan,JDN-2010-Nouns,,,
NA,NA_Cy,asin,asiny2,3SgObvPoss,Dim,NONE,NONE,NONE,ObvSg,odasiniinsini,o<<asiny2>>iinsiniw1,JDN-2010-Nouns,,,
NA,NA_Cy,asin,asiny2,3PlObvPoss,Dim,NONE,NONE,NONE,ObvSg,odasiniinsini,o<<asiny2>>iinsiniw1,GUESS,,,
NA,NA_Cy,asin,asiny2,1SgPoss,Dim,Poss,NONE,NONE,ObvSg,nindasiniinsiman,ni<<asiny2>>iinsiman,JDN-2010-Nouns,,,
NA,NA_Cy,asin,asiny2,ExclPoss,Dim,Poss,NONE,NONE,ObvSg,nindasiniinsiminaanin,ni<<asiny2>>iinsiminaanin,JDN-2010-Nouns,,,
NA,NA_Cy,asin,asiny2,InclPoss,Dim,Poss,NONE,NONE,ObvSg,gidasiniinsiminaanin,gi<<asiny2>>iinsiminaanin,JDN-2010-Nouns,,,
NA,NA_Cy,asin,asiny2,2SgPoss,Dim,Poss,NONE,NONE,ObvSg,gidasiniinsiman,gi<<asiny2>>iinsiman,JDN-2010-Nouns,,,
NA,NA_Cy,asin,asiny2,2PlPoss,Dim,Poss,NONE,NONE,ObvSg,gidasiniinsimiwaan,gi<<asiny2>>iinsimiwaan,JDN-2010-Nouns,,,
NA,NA_Cy,asin,asiny2,3SgProxPoss,Dim,Poss,NONE,NONE,ObvSg,odasiniinsiman,o<<asiny2>>iinsiman,JDN-2010-Nouns,,,
NA,NA_Cy,asin,asiny2,3PlProxPoss,Dim,Poss,NONE,NONE,ObvSg,odasiniinsimiwaan,o<<asiny2>>iinsimiwaan,JDN-2010-Nouns,,,
NA,NA_Cy,asin,asiny2,3SgObvPoss,Dim,Poss,NONE,NONE,ObvSg,odasiniinsimini,o<<asiny2>>iinsiminiw1,JDN-2010-Nouns,,,
NA,NA_Cy,asin,asiny2,3PlObvPoss,Dim,Poss,NONE,NONE,ObvSg,odasiniinsimini,o<<asiny2>>iinsiminiw1,GUESS,,,
NA,NA_Cy,asin,asiny2,1SgPoss,NONE,NONE,Pej,NONE,ObvSg,nindasiniishan,ni<<asiny2>>iishan,JDN-2010-Nouns,,,
NA,NA_Cy,asin,asiny2,ExclPoss,NONE,NONE,Pej,NONE,ObvSg,nindasiniishinaanin,ni<<asiny2>>iishinaanin,JDN-2010-Nouns,,,
NA,NA_Cy,asin,asiny2,InclPoss,NONE,NONE,Pej,NONE,ObvSg,gidasiniishinaanin,gi<<asiny2>>iishinaanin,JDN-2010-Nouns,,,
NA,NA_Cy,asin,asiny2,2SgPoss,NONE,NONE,Pej,NONE,ObvSg,gidasiniishan,gi<<asiny2>>iishan,JDN-2010-Nouns,,,
NA,NA_Cy,asin,asiny2,2PlPoss,NONE,NONE,Pej,NONE,ObvSg,gidasiniishiwaan,gi<<asiny2>>iishiwaan,JDN-2010-Nouns,,,
NA,NA_Cy,asin,asiny2,3SgProxPoss,NONE,NONE,Pej,NONE,ObvSg,odasiniishan,o<<asiny2>>iishan,JDN-2010-Nouns,,,
NA,NA_Cy,asin,asiny2,3PlProxPoss,NONE,NONE,Pej,NONE,ObvSg,odasiniishiwaan,o<<asiny2>>iishiwaan,JDN-2010-Nouns,,,
NA,NA_Cy,asin,asiny2,3SgObvPoss,NONE,NONE,Pej,NONE,ObvSg,odasiniishini,o<<asiny2>>iishiniw1,JDN-2010-Nouns,,,
NA,NA_Cy,asin,asiny2,3PlObvPoss,NONE,NONE,Pej,NONE,ObvSg,odasiniishini,o<<asiny2>>iishiniw1,GUESS,,,
NA,NA_Cy,asin,asiny2,1SgPoss,NONE,Poss,Pej,NONE,ObvSg,nindasiniimishan,ni<<asiny2>>iimishan,JDN-2010-Nouns,,,
NA,NA_Cy,asin,asiny2,ExclPoss,NONE,Poss,Pej,NONE,ObvSg,nindasiniimishinaanin,ni<<asiny2>>iimishinaanin,JDN-2010-Nouns,,,
NA,NA_Cy,asin,asiny2,InclPoss,NONE,Poss,Pej,NONE,ObvSg,gidasiniimishinaanin,gi<<asiny2>>iimishinaanin,JDN-2010-Nouns,,,
NA,NA_Cy,asin,asiny2,2SgPoss,NONE,Poss,Pej,NONE,ObvSg,gidasiniimishan,gi<<asiny2>>iimishan,JDN-2010-Nouns,,,
NA,NA_Cy,asin,asiny2,2PlPoss,NONE,Poss,Pej,NONE,ObvSg,gidasiniimishiwaan,gi<<asiny2>>iimishiwaan,JDN-2010-Nouns,,,
NA,NA_Cy,asin,asiny2,3SgProxPoss,NONE,Poss,Pej,NONE,ObvSg,odasiniimishan,o<<asiny2>>iimishan,JDN-2010-Nouns,,,
NA,NA_Cy,asin,asiny2,3PlProxPoss,NONE,Poss,Pej,NONE,ObvSg,odasiniimishiwaan,o<<asiny2>>iimishiwaan,JDN-2010-Nouns,,,
NA,NA_Cy,asin,asiny2,3SgObvPoss,NONE,Poss,Pej,NONE,ObvSg,odasiniimishini,o<<asiny2>>iimishiniw1,JDN-2010-Nouns,,,
NA,NA_Cy,asin,asiny2,3PlObvPoss,NONE,Poss,Pej,NONE,ObvSg,odasiniimishini,o<<asiny2>>iimishiniw1,GUESS,,,
NA,NA_Cy,asin,asiny2,1SgPoss,NONE,NONE,NONE,Pret,ObvSg,nindasiniibaniin,ni<<asiny2>>iibaniin,JDN-2010-Nouns,,,
NA,NA_Cy,asin,asiny2,ExclPoss,NONE,NONE,NONE,Pret,ObvSg,nindasiniinaabaniin,ni<<asiny2>>iinaabaniin,JDN-2010-Nouns,,,
NA,NA_Cy,asin,asiny2,InclPoss,NONE,NONE,NONE,Pret,ObvSg,gidasiniinaabaniin,gi<<asiny2>>iinaabaniin,JDN-2010-Nouns,,,
NA,NA_Cy,asin,asiny2,2SgPoss,NONE,NONE,NONE,Pret,ObvSg,gidasiniibaniin,gi<<asiny2>>iibaniin,JDN-2010-Nouns,,,
NA,NA_Cy,asin,asiny2,2PlPoss,NONE,NONE,NONE,Pret,ObvSg,gidasiniiwaabaniin,gi<<asiny2>>iiwaabaniin,JDN-2010-Nouns,,,
NA,NA_Cy,asin,asiny2,3SgProxPoss,NONE,NONE,NONE,Pret,ObvSg,odasiniibaniin,o<<asiny2>>iibaniin,JDN-2010-Nouns,,,
NA,NA_Cy,asin,asiny2,3PlProxPoss,NONE,NONE,NONE,Pret,ObvSg,odasiniiwaabaniin,o<<asiny2>>iiwaabaniin,JDN-2010-Nouns,,,
NA,NA_Cy,asin,asiny2,3SgObvPoss,NONE,NONE,NONE,Pret,ObvSg,odasiniiniban,o<<asiny2>>iiniban,JDN-2010-Nouns,,,
NA,NA_Cy,asin,asiny2,3PlObvPoss,NONE,NONE,NONE,Pret,ObvSg,odasiniiniban,o<<asiny2>>iiniban,GUESS,,,
NA,NA_Cy,asin,asiny2,1SgPoss,NONE,Poss,NONE,Pret,ObvSg,nindasiniimibaniin,ni<<asiny2>>iimibaniin,JDN-2010-Nouns,,,
NA,NA_Cy,asin,asiny2,ExclPoss,NONE,Poss,NONE,Pret,ObvSg,nindasiniiminaabaniin,ni<<asiny2>>iiminaabaniin,JDN-2010-Nouns,,,
NA,NA_Cy,asin,asiny2,InclPoss,NONE,Poss,NONE,Pret,ObvSg,gidasiniiminaabaniin,gi<<asiny2>>iiminaabaniin,JDN-2010-Nouns,,,
NA,NA_Cy,asin,asiny2,2SgPoss,NONE,Poss,NONE,Pret,ObvSg,gidasiniimibaniin,gi<<asiny2>>iimibaniin,JDN-2010-Nouns,,,
NA,NA_Cy,asin,asiny2,2PlPoss,NONE,Poss,NONE,Pret,ObvSg,gidasiniimiwaabaniin,gi<<asiny2>>iimiwaabaniin,JDN-2010-Nouns,,,
NA,NA_Cy,asin,asiny2,3SgProxPoss,NONE,Poss,NONE,Pret,ObvSg,odasiniimibaniin,o<<asiny2>>iimibaniin,JDN-2010-Nouns,,,
NA,NA_Cy,asin,asiny2,3PlProxPoss,NONE,Poss,NONE,Pret,ObvSg,odasiniimiwaabaniin,o<<asiny2>>iimiwaabaniin,JDN-2010-Nouns,,,
NA,NA_Cy,asin,asiny2,3SgObvPoss,NONE,Poss,NONE,Pret,ObvSg,odasiniiminiban,o<<asiny2>>iiminiban,JDN-2010-Nouns,,,
NA,NA_Cy,asin,asiny2,3PlObvPoss,NONE,Poss,NONE,Pret,ObvSg,odasiniiminiban,o<<asiny2>>iiminiban,GUESS,,,
NA,NA_Cy,asin,asiny2,1SgPoss,Dim,NONE,NONE,Pret,ObvSg,nindasiniinsibaniin,ni<<asiny2>>iinsibaniin,JDN-2010-Nouns,,,
NA,NA_Cy,asin,asiny2,ExclPoss,Dim,NONE,NONE,Pret,ObvSg,nindasiniinsinaabaniin,ni<<asiny2>>iinsinaabaniin,JDN-2010-Nouns,,,
